Year,Month,Day,Prevailing Wind Direction (°)_ King's Park_Value,completeness
2000,4,12,100,C
2000,4,13,100,C
2000,4,14,270,C
2000,4,15,010,C
2000,4,16,010,#
2000,4,17,090,C
2000,4,18,100,C
2000,4,19,100,#
2000,4,20,260,C
2000,4,21,260,#
2000,4,22,260,C
2000,4,23,100,C
2000,4,24,100,C
2000,4,25,200,C
2000,4,26,220,C
2000,4,27,090,C
2000,4,28,090,C
2000,4,29,100,C
2000,4,30,220,C
2000,5,1,250,C
2000,5,2,100,C
2000,5,3,090,C
2000,5,4,090,#
2000,5,5,100,#
2000,5,6,100,C
2000,5,7,100,C
2000,5,8,090,C
2000,5,9,090,C
2000,5,10,090,C
2000,5,11,090,C
2000,5,12,090,C
2000,5,13,100,C
2000,5,14,080,C
2000,5,15,090,C
2000,5,16,110,C
2000,5,17,100,C
2000,5,18,100,C
2000,5,19,010,C
2000,5,20,080,C
2000,5,21,090,C
2000,5,22,090,C
2000,5,23,090,C
2000,5,24,090,C
2000,5,25,190,C
2000,5,26,190,C
2000,5,27,190,C
2000,5,28,190,C
2000,5,29,100,C
2000,5,30,100,C
2000,5,31,120,C
2000,6,1,110,C
2000,6,2,100,C
2000,6,3,100,C
2000,6,4,260,C
2000,6,5,250,C
2000,6,6,220,C
2000,6,7,230,C
2000,6,8,230,C
2000,6,9,200,C
2000,6,10,200,C
2000,6,11,210,C
2000,6,12,360,C
2000,6,13,010,C
2000,6,14,080,C
2000,6,15,090,C
2000,6,16,090,C
2000,6,17,080,C
2000,6,18,090,C
2000,6,19,260,C
2000,6,20,270,C
2000,6,21,170,C
2000,6,22,190,C
2000,6,23,190,C
2000,6,24,160,C
2000,6,25,130,C
2000,6,26,120,C
2000,6,27,100,C
2000,6,28,260,C
2000,6,29,260,#
2000,6,30,260,C
2000,7,1,100,C
2000,7,2,090,C
2000,7,3,100,C
2000,7,4,090,C
2000,7,5,260,C
2000,7,6,260,C
2000,7,7,250,C
2000,7,8,260,C
2000,7,9,260,C
2000,7,10,090,C
2000,7,11,100,C
2000,7,12,100,C
2000,7,13,100,C
2000,7,14,090,C
2000,7,15,080,C
2000,7,16,080,C
2000,7,17,160,C
2000,7,18,190,C
2000,7,19,190,C
2000,7,20,090,C
2000,7,21,100,C
2000,7,22,100,C
2000,7,23,260,C
2000,7,24,260,C
2000,7,25,260,C
2000,7,26,250,C
2000,7,27,250,C
2000,7,28,240,C
2000,7,29,250,C
2000,7,30,220,C
2000,7,31,230,C
2000,8,1,100,#
2000,8,2,270,C
2000,8,3,270,C
2000,8,4,090,C
2000,8,5,100,C
2000,8,6,100,C
2000,8,7,100,C
2000,8,8,260,C
2000,8,9,260,C
2000,8,10,260,C
2000,8,11,260,C
2000,8,12,230,C
2000,8,13,240,C
2000,8,14,250,C
2000,8,15,260,C
2000,8,16,200,C
2000,8,17,160,C
2000,8,18,100,C
2000,8,19,100,C
2000,8,20,100,C
2000,8,21,090,C
2000,8,22,090,C
2000,8,23,260,C
2000,8,24,220,C
2000,8,25,250,C
2000,8,26,260,C
2000,8,27,260,C
2000,8,28,360,C
2000,8,29,010,C
2000,8,30,010,C
2000,8,31,010,C
2000,9,1,220,#
2000,9,2,100,C
2000,9,3,100,C
2000,9,4,100,C
2000,9,5,250,C
2000,9,6,090,C
2000,9,7,030,C
2000,9,8,060,C
2000,9,9,090,C
2000,9,10,010,C
2000,9,11,010,C
2000,9,12,010,C
2000,9,13,340,C
2000,9,14,360,C
2000,9,15,360,C
2000,9,16,100,C
2000,9,17,100,C
2000,9,18,090,C
2000,9,19,090,C
2000,9,20,080,C
2000,9,21,090,C
2000,9,22,090,C
2000,9,23,100,C
2000,9,24,100,C
2000,9,25,100,C
2000,9,26,090,C
2000,9,27,090,C
2000,9,28,090,#
2000,9,29,090,C
2000,9,30,090,C
2000,10,1,090,#
2000,10,2,180,#
2000,10,3,260,C
2000,10,4,100,C
2000,10,5,090,C
2000,10,6,100,C
2000,10,7,090,C
2000,10,8,100,C
2000,10,9,090,C
2000,10,10,080,C
2000,10,11,080,C
2000,10,12,060,C
2000,10,13,040,C
2000,10,14,050,C
2000,10,15,060,C
2000,10,16,010,C
2000,10,17,010,C
2000,10,18,080,C
2000,10,19,090,C
2000,10,20,080,C
2000,10,21,090,C
2000,10,22,100,C
2000,10,23,100,C
2000,10,24,260,C
2000,10,25,100,C
2000,10,26,090,C
2000,10,27,090,C
2000,10,28,360,C
2000,10,29,360,C
2000,10,30,360,C
2000,10,31,360,C
2000,11,1,360,C
2000,11,2,360,C
2000,11,3,010,C
2000,11,4,360,C
2000,11,5,010,C
2000,11,6,010,C
2000,11,7,350,C
2000,11,8,090,C
2000,11,9,080,C
2000,11,10,090,C
2000,11,11,360,C
2000,11,12,360,C
2000,11,13,360,C
2000,11,14,360,C
2000,11,15,010,C
2000,11,16,360,C
2000,11,17,360,C
2000,11,18,010,C
2000,11,19,080,C
2000,11,20,350,C
2000,11,21,360,C
2000,11,22,360,C
2000,11,23,090,C
2000,11,24,080,C
2000,11,25,090,C
2000,11,26,100,C
2000,11,27,100,C
2000,11,28,090,C
2000,11,29,090,C
2000,11,30,100,C
2000,12,1,090,C
2000,12,2,090,C
2000,12,3,360,C
2000,12,4,360,C
2000,12,5,360,C
2000,12,6,100,C
2000,12,7,100,C
2000,12,8,090,C
2000,12,9,090,C
2000,12,10,100,C
2000,12,11,090,C
2000,12,12,360,C
2000,12,13,360,C
2000,12,14,360,C
2000,12,15,010,C
2000,12,16,240,C
2000,12,17,100,C
2000,12,18,100,C
2000,12,19,090,C
2000,12,20,100,C
2000,12,21,350,C
2000,12,22,360,C
2000,12,23,100,C
2000,12,24,100,C
2000,12,25,090,C
2000,12,26,090,C
2000,12,27,090,C
2000,12,28,090,C
2000,12,29,100,C
2000,12,30,360,C
2000,12,31,360,C
2001,1,1,090,C
2001,1,2,090,C
2001,1,3,100,C
2001,1,4,090,C
2001,1,5,090,C
2001,1,6,100,C
2001,1,7,250,C
2001,1,8,090,C
2001,1,9,350,C
2001,1,10,010,C
2001,1,11,360,C
2001,1,12,090,C
2001,1,13,010,C
2001,1,14,020,C
2001,1,15,010,C
2001,1,16,090,C
2001,1,17,090,C
2001,1,18,100,C
2001,1,19,090,C
2001,1,20,110,C
2001,1,21,090,C
2001,1,22,100,C
2001,1,23,090,C
2001,1,24,100,C
2001,1,25,100,C
2001,1,26,360,C
2001,1,27,010,C
2001,1,28,010,C
2001,1,29,010,C
2001,1,30,090,C
2001,1,31,090,C
2001,2,1,100,C
2001,2,2,080,C
2001,2,3,090,C
2001,2,4,230,C
2001,2,5,090,C
2001,2,6,100,C
2001,2,7,360,C
2001,2,8,360,C
2001,2,9,010,C
2001,2,10,010,C
2001,2,11,100,C
2001,2,12,100,C
2001,2,13,360,C
2001,2,14,360,C
2001,2,15,100,C
2001,2,16,090,C
2001,2,17,090,C
2001,2,18,100,C
2001,2,19,100,C
2001,2,20,100,C
2001,2,21,100,C
2001,2,22,100,C
2001,2,23,100,C
2001,2,24,260,C
2001,2,25,010,C
2001,2,26,080,C
2001,2,27,100,C
2001,2,28,240,C
2001,3,1,360,C
2001,3,2,090,C
2001,3,3,100,C
2001,3,4,110,C
2001,3,5,090,C
2001,3,6,100,C
2001,3,7,100,C
2001,3,8,010,#
2001,3,9,090,C
2001,3,10,090,C
2001,3,11,100,C
2001,3,12,010,C
2001,3,13,080,C
2001,3,14,100,C
2001,3,15,100,C
2001,3,16,090,C
2001,3,17,100,C
2001,3,18,090,C
2001,3,19,100,C
2001,3,20,260,C
2001,3,21,260,C
2001,3,22,100,C
2001,3,23,090,C
2001,3,24,150,C
2001,3,25,190,C
2001,3,26,090,C
2001,3,27,090,C
2001,3,28,090,C
2001,3,29,090,C
2001,3,30,090,C
2001,3,31,100,C
2001,4,1,090,C
2001,4,2,100,C
2001,4,3,260,C
2001,4,4,090,C
2001,4,5,090,C
2001,4,6,090,C
2001,4,7,100,C
2001,4,8,200,C
2001,4,9,090,C
2001,4,10,090,C
2001,4,11,360,C
2001,4,12,100,C
2001,4,13,090,C
2001,4,14,090,C
2001,4,15,090,C
2001,4,16,100,C
2001,4,17,100,C
2001,4,18,090,C
2001,4,19,090,C
2001,4,20,200,C
2001,4,21,100,C
2001,4,22,090,C
2001,4,23,090,C
2001,4,24,100,C
2001,4,25,020,C
2001,4,26,090,C
2001,4,27,100,C
2001,4,28,090,C
2001,4,29,190,C
2001,4,30,260,C
2001,5,1,250,C
2001,5,2,100,C
2001,5,3,100,C
2001,5,4,100,C
2001,5,5,090,C
2001,5,6,260,C
2001,5,7,220,C
2001,5,8,260,C
2001,5,9,080,C
2001,5,10,010,C
2001,5,11,100,C
2001,5,12,100,C
2001,5,13,260,C
2001,5,14,260,C
2001,5,15,100,C
2001,5,16,090,C
2001,5,17,090,C
2001,5,18,260,C
2001,5,19,250,C
2001,5,20,260,C
2001,5,21,240,C
2001,5,22,260,C
2001,5,23,090,C
2001,5,24,100,C
2001,5,25,100,C
2001,5,26,090,C
2001,5,27,100,C
2001,5,28,090,C
2001,5,29,090,C
2001,5,30,100,C
2001,5,31,090,C
2001,6,1,090,C
2001,6,2,090,C
2001,6,3,090,C
2001,6,4,190,C
2001,6,5,210,C
2001,6,6,270,C
2001,6,7,080,C
2001,6,8,090,C
2001,6,9,080,C
2001,6,10,190,C
2001,6,11,270,C
2001,6,12,260,C
2001,6,13,220,C
2001,6,14,260,C
2001,6,15,100,C
2001,6,16,160,C
2001,6,17,120,C
2001,6,18,120,C
2001,6,19,260,C
2001,6,20,260,C
2001,6,21,110,C
2001,6,22,100,C
2001,6,23,260,C
2001,6,24,100,C
2001,6,25,090,C
2001,6,26,110,C
2001,6,27,100,C
2001,6,28,100,C
2001,6,29,090,#
2001,6,30,080,C
2001,7,1,090,C
2001,7,2,110,C
2001,7,3,100,C
2001,7,4,260,C
2001,7,5,350,C
2001,7,6,180,C
2001,7,7,150,C
2001,7,8,110,C
2001,7,9,260,C
2001,7,10,250,C
2001,7,11,250,C
2001,7,12,220,C
2001,7,13,260,C
2001,7,14,160,C
2001,7,15,120,C
2001,7,16,090,C
2001,7,17,090,C
2001,7,18,250,C
2001,7,19,100,C
2001,7,20,100,#
2001,7,21,100,C
2001,7,22,100,C
2001,7,23,260,C
2001,7,24,250,C
2001,7,25,090,C
2001,7,26,100,C
2001,7,27,100,C
2001,7,28,260,C
2001,7,29,250,C
2001,7,30,250,C
2001,7,31,250,C
2001,8,1,240,C
2001,8,2,100,C
2001,8,3,090,C
2001,8,4,100,C
2001,8,5,090,C
2001,8,6,260,C
2001,8,7,260,C
2001,8,8,260,C
2001,8,9,100,C
2001,8,10,100,C
2001,8,11,110,C
2001,8,12,100,C
2001,8,13,100,C
2001,8,14,100,C
2001,8,15,100,C
2001,8,16,260,C
2001,8,17,100,C
2001,8,18,090,C
2001,8,19,090,C
2001,8,20,100,C
2001,8,21,100,C
2001,8,22,260,C
2001,8,23,260,C
2001,8,24,260,C
2001,8,25,110,C
2001,8,26,100,C
2001,8,27,090,C
2001,8,28,050,C
2001,8,29,090,C
2001,8,30,090,C
2001,8,31,150,C
2001,9,1,090,C
2001,9,2,090,C
2001,9,3,080,C
2001,9,4,090,C
2001,9,5,260,C
2001,9,6,260,C
2001,9,7,090,C
2001,9,8,090,C
2001,9,9,090,C
2001,9,10,090,C
2001,9,11,090,C
2001,9,12,100,C
2001,9,13,110,C
2001,9,14,260,C
2001,9,15,260,C
2001,9,16,260,C
2001,9,17,260,#
2001,9,18,260,#
2001,9,19,250,C
2001,9,20,360,C
2001,9,21,090,C
2001,9,22,090,C
2001,9,23,360,C
2001,9,24,360,C
2001,9,25,360,C
2001,9,26,350,C
2001,9,27,350,C
2001,9,28,360,C
2001,9,29,360,C
2001,9,30,360,C
2001,10,1,090,C
2001,10,2,090,C
2001,10,3,090,C
2001,10,4,090,C
2001,10,5,090,C
2001,10,6,090,C
2001,10,7,090,C
2001,10,8,090,C
2001,10,9,360,C
2001,10,10,090,#
2001,10,11,090,C
2001,10,12,090,C
2001,10,13,090,C
2001,10,14,090,C
2001,10,15,090,C
2001,10,16,350,C
2001,10,17,360,C
2001,10,18,090,C
2001,10,19,090,C
2001,10,20,090,C
2001,10,21,090,C
2001,10,22,080,#
2001,10,23,090,C
2001,10,24,090,C
2001,10,25,090,C
2001,10,26,090,C
2001,10,27,090,C
2001,10,28,360,C
2001,10,29,360,C
2001,10,30,090,C
2001,10,31,090,C
2001,11,1,100,C
2001,11,2,090,C
2001,11,3,100,C
2001,11,4,090,C
2001,11,5,090,C
2001,11,6,360,C
2001,11,7,090,C
2001,11,8,030,C
2001,11,9,010,C
2001,11,10,010,C
2001,11,11,010,C
2001,11,12,080,C
2001,11,13,010,#
2001,11,14,010,C
2001,11,15,010,C
2001,11,16,010,C
2001,11,17,360,C
2001,11,18,100,C
2001,11,19,010,C
2001,11,20,360,C
2001,11,21,100,C
2001,11,22,090,C
2001,11,23,090,C
2001,11,24,260,C
2001,11,25,110,C
2001,11,26,080,C
2001,11,27,090,C
2001,11,28,090,C
2001,11,29,100,C
2001,11,30,100,C
2001,12,1,090,C
2001,12,2,090,C
2001,12,3,090,C
2001,12,4,100,C
2001,12,5,090,#
2001,12,6,360,C
2001,12,7,100,C
2001,12,8,080,C
2001,12,9,090,C
2001,12,10,090,C
2001,12,11,080,#
2001,12,12,100,#
2001,12,13,360,C
2001,12,14,360,#
2001,12,15,080,C
2001,12,16,090,C
2001,12,17,090,C
2001,12,18,360,C
2001,12,19,360,C
2001,12,20,360,#
2001,12,21,360,C
2001,12,22,360,C
2001,12,23,360,C
2001,12,24,090,C
2001,12,25,060,C
2001,12,26,100,C
2001,12,27,040,#
2001,12,28,360,C
2001,12,29,360,C
2001,12,30,090,C
2001,12,31,100,C
2002,1,1,250,C
2002,1,2,010,C
2002,1,3,100,C
2002,1,4,100,C
2002,1,5,110,C
2002,1,6,110,C
2002,1,7,360,C
2002,1,8,070,C
2002,1,9,080,C
2002,1,10,260,#
2002,1,11,250,C
2002,1,12,100,C
2002,1,13,100,C
2002,1,14,090,C
2002,1,15,090,#
2002,1,16,260,C
2002,1,17,100,C
2002,1,18,100,C
2002,1,19,090,C
2002,1,20,090,C
2002,1,21,360,C
2002,1,22,010,C
2002,1,23,090,C
2002,1,24,090,C
2002,1,25,090,C
2002,1,26,360,C
2002,1,27,030,C
2002,1,28,360,C
2002,1,29,010,C
2002,1,30,090,C
2002,1,31,090,C
2002,2,1,360,C
2002,2,2,350,C
2002,2,3,080,C
2002,2,4,100,#
2002,2,5,010,C
2002,2,6,090,C
2002,2,7,090,C
2002,2,8,090,C
2002,2,9,090,C
2002,2,10,360,C
2002,2,11,090,C
2002,2,12,100,C
2002,2,13,100,C
2002,2,14,100,#
2002,2,15,080,C
2002,2,16,100,C
2002,2,17,100,C
2002,2,18,090,C
2002,2,19,090,#
2002,2,20,080,C
2002,2,21,100,C
2002,2,22,100,C
2002,2,23,100,C
2002,2,24,100,C
2002,2,25,090,C
2002,2,26,100,C
2002,2,27,100,C
2002,2,28,100,C
2002,3,1,090,C
2002,3,2,100,C
2002,3,3,090,C
2002,3,4,090,#
2002,3,5,110,C
2002,3,6,360,C
2002,3,7,010,C
2002,3,8,080,C
2002,3,9,090,C
2002,3,10,090,C
2002,3,11,100,C
2002,3,12,100,C
2002,3,13,090,C
2002,3,14,090,C
2002,3,15,200,#
2002,3,16,260,C
2002,3,17,090,C
2002,3,18,080,C
2002,3,19,090,C
2002,3,20,090,C
2002,3,21,150,C
2002,3,22,090,C
2002,3,23,080,C
2002,3,24,090,C
2002,3,25,090,C
2002,3,26,090,C
2002,3,27,090,C
2002,3,28,090,C
2002,3,29,250,C
2002,3,30,250,C
2002,3,31,090,C
2002,4,1,090,C
2002,4,2,260,C
2002,4,3,250,C
2002,4,4,140,C
2002,4,5,120,C
2002,4,6,160,C
2002,4,7,190,C
2002,4,8,160,C
2002,4,9,100,C
2002,4,10,090,C
2002,4,11,350,C
2002,4,12,100,C
2002,4,13,090,C
2002,4,14,090,C
2002,4,15,090,C
2002,4,16,090,C
2002,4,17,090,C
2002,4,18,090,C
2002,4,19,090,C
2002,4,20,090,C
2002,4,21,260,C
2002,4,22,110,C
2002,4,23,100,C
2002,4,24,100,C
2002,4,25,090,C
2002,4,26,080,C
2002,4,27,090,C
2002,4,28,090,C
2002,4,29,100,C
2002,4,30,090,C
2002,5,1,100,C
2002,5,2,100,C
2002,5,3,100,C
2002,5,4,100,C
2002,5,5,090,C
2002,5,6,100,C
2002,5,7,100,C
2002,5,8,100,C
2002,5,9,100,C
2002,5,10,090,C
2002,5,11,250,C
2002,5,12,090,C
2002,5,13,100,C
2002,5,14,190,C
2002,5,15,250,C
2002,5,16,100,C
2002,5,17,100,C
2002,5,18,090,C
2002,5,19,090,C
2002,5,20,090,C
2002,5,21,190,C
2002,5,22,250,C
2002,5,23,240,C
2002,5,24,100,C
2002,5,25,090,C
2002,5,26,090,C
2002,5,27,080,C
2002,5,28,070,C
2002,5,29,090,C
2002,5,30,250,C
2002,5,31,250,C
2002,6,1,100,C
2002,6,2,090,C
2002,6,3,080,C
2002,6,4,080,C
2002,6,5,090,C
2002,6,6,080,C
2002,6,7,110,C
2002,6,8,110,C
2002,6,9,090,C
2002,6,10,250,#
2002,6,11,220,C
2002,6,12,260,C
2002,6,13,190,C
2002,6,14,190,C
2002,6,15,190,C
2002,6,16,200,C
2002,6,17,200,C
2002,6,18,170,C
2002,6,19,160,C
2002,6,20,160,C
2002,6,21,110,C
2002,6,22,100,C
2002,6,23,120,C
2002,6,24,160,C
2002,6,25,250,C
2002,6,26,250,#
2002,6,27,160,C
2002,6,28,190,C
2002,6,29,250,C
2002,6,30,190,C
2002,7,1,130,C
2002,7,2,120,C
2002,7,3,250,C
2002,7,4,250,C
2002,7,5,250,C
2002,7,6,090,C
2002,7,7,020,C
2002,7,8,360,C
2002,7,9,240,C
2002,7,10,240,C
2002,7,11,250,C
2002,7,12,250,C
2002,7,13,250,C
2002,7,14,110,C
2002,7,15,110,C
2002,7,16,120,C
2002,7,17,210,C
2002,7,18,210,C
2002,7,19,200,C
2002,7,20,160,C
2002,7,21,120,C
2002,7,22,120,C
2002,7,23,080,C
2002,7,24,110,C
2002,7,25,250,C
2002,7,26,250,C
2002,7,27,090,C
2002,7,28,090,C
2002,7,29,090,C
2002,7,30,090,C
2002,7,31,090,C
2002,8,1,250,C
2002,8,2,260,C
2002,8,3,030,C
2002,8,4,360,C
2002,8,5,250,C
2002,8,6,210,C
2002,8,7,210,C
2002,8,8,250,C
2002,8,9,260,C
2002,8,10,100,C
2002,8,11,090,C
2002,8,12,090,C
2002,8,13,090,C
2002,8,14,100,C
2002,8,15,090,C
2002,8,16,080,C
2002,8,17,080,C
2002,8,18,080,C
2002,8,19,110,C
2002,8,20,100,C
2002,8,21,090,C
2002,8,22,250,C
2002,8,23,260,C
2002,8,24,250,C
2002,8,25,250,C
2002,8,26,250,C
2002,8,27,250,C
2002,8,28,250,C
2002,8,29,250,C
2002,8,30,250,C
2002,8,31,250,C
2002,9,1,260,C
2002,9,2,260,C
2002,9,3,100,C
2002,9,4,100,C
2002,9,5,250,C
2002,9,6,360,C
2002,9,7,360,C
2002,9,8,360,C
2002,9,9,090,C
2002,9,10,350,C
2002,9,11,100,C
2002,9,12,090,C
2002,9,13,100,C
2002,9,14,090,C
2002,9,15,100,C
2002,9,16,100,C
2002,9,17,040,C
2002,9,18,070,C
2002,9,19,090,C
2002,9,20,090,C
2002,9,21,090,C
2002,9,22,020,C
2002,9,23,080,C
2002,9,24,080,C
2002,9,25,070,C
2002,9,26,090,C
2002,9,27,110,C
2002,9,28,100,C
2002,9,29,090,C
2002,9,30,090,C
2002,10,1,080,C
2002,10,2,080,C
2002,10,3,080,#
2002,10,4,080,C
2002,10,5,090,C
2002,10,6,010,C
2002,10,7,020,C
2002,10,8,360,C
2002,10,9,360,C
2002,10,10,360,C
2002,10,11,110,C
2002,10,12,090,C
2002,10,13,090,C
2002,10,14,090,C
2002,10,15,100,C
2002,10,16,090,C
2002,10,17,100,C
2002,10,18,260,C
2002,10,19,260,C
2002,10,20,120,C
2002,10,21,360,C
2002,10,22,060,#
2002,10,23,360,C
2002,10,24,100,C
2002,10,25,090,C
2002,10,26,090,C
2002,10,27,080,C
2002,10,28,080,C
2002,10,29,090,C
2002,10,30,090,C
2002,10,31,360,C
2002,11,1,360,C
2002,11,2,360,C
2002,11,3,010,C
2002,11,4,010,C
2002,11,5,080,C
2002,11,6,100,C
2002,11,7,250,C
2002,11,8,020,C
2002,11,9,080,C
2002,11,10,080,C
2002,11,11,100,C
2002,11,12,260,C
2002,11,13,090,C
2002,11,14,260,C
2002,11,15,250,C
2002,11,16,360,C
2002,11,17,350,C
2002,11,18,040,C
2002,11,19,080,C
2002,11,20,080,C
2002,11,21,360,C
2002,11,22,360,C
2002,11,23,360,C
2002,11,24,360,C
2002,11,25,360,C
2002,11,26,010,C
2002,11,27,040,C
2002,11,28,080,C
2002,11,29,080,C
2002,11,30,080,C
2002,12,1,080,C
2002,12,2,090,C
2002,12,3,100,C
2002,12,4,100,C
2002,12,5,090,C
2002,12,6,090,C
2002,12,7,090,C
2002,12,8,360,C
2002,12,9,360,C
2002,12,10,080,C
2002,12,11,350,#
2002,12,12,010,C
2002,12,13,080,C
2002,12,14,080,C
2002,12,15,090,C
2002,12,16,100,C
2002,12,17,090,C
2002,12,18,090,C
2002,12,19,090,C
2002,12,20,090,C
2002,12,21,360,C
2002,12,22,010,C
2002,12,23,360,C
2002,12,24,360,C
2002,12,25,360,C
2002,12,26,360,C
2002,12,27,350,C
2002,12,28,360,C
2002,12,29,360,C
2002,12,30,240,C
2002,12,31,010,C
2003,1,1,080,C
2003,1,2,070,#
2003,1,3,360,C
2003,1,4,100,C
2003,1,5,080,C
2003,1,6,360,C
2003,1,7,360,C
2003,1,8,350,C
2003,1,9,240,C
2003,1,10,360,C
2003,1,11,360,C
2003,1,12,100,C
2003,1,13,090,C
2003,1,14,100,C
2003,1,15,080,C
2003,1,16,100,C
2003,1,17,100,C
2003,1,18,100,C
2003,1,19,250,C
2003,1,20,100,C
2003,1,21,090,C
2003,1,22,260,C
2003,1,23,080,C
2003,1,24,080,C
2003,1,25,090,C
2003,1,26,100,C
2003,1,27,360,C
2003,1,28,360,C
2003,1,29,090,C
2003,1,30,090,C
2003,1,31,090,C
2003,2,1,360,C
2003,2,2,080,C
2003,2,3,090,C
2003,2,4,360,C
2003,2,5,010,C
2003,2,6,090,C
2003,2,7,090,C
2003,2,8,100,C
2003,2,9,090,C
2003,2,10,100,C
2003,2,11,100,C
2003,2,12,080,C
2003,2,13,080,C
2003,2,14,090,C
2003,2,15,090,C
2003,2,16,260,C
2003,2,17,090,C
2003,2,18,100,C
2003,2,19,090,C
2003,2,20,080,C
2003,2,21,090,C
2003,2,22,090,C
2003,2,23,260,C
2003,2,24,090,C
2003,2,25,090,C
2003,2,26,090,C
2003,2,27,100,C
2003,2,28,090,C
2003,3,1,090,C
2003,3,2,090,C
2003,3,3,090,C
2003,3,4,080,C
2003,3,5,090,C
2003,3,6,250,C
2003,3,7,360,C
2003,3,8,010,C
2003,3,9,050,C
2003,3,10,090,C
2003,3,11,080,C
2003,3,12,090,C
2003,3,13,090,C
2003,3,14,090,#
2003,3,15,090,C
2003,3,16,090,C
2003,3,17,100,C
2003,3,18,090,C
2003,3,19,080,C
2003,3,20,010,C
2003,3,21,020,C
2003,3,22,080,C
2003,3,23,090,C
2003,3,24,090,C
2003,3,25,090,C
2003,3,26,090,C
2003,3,27,260,C
2003,3,28,090,C
2003,3,29,090,C
2003,3,30,090,C
2003,3,31,160,C
2003,4,1,180,C
2003,4,2,210,C
2003,4,3,190,C
2003,4,4,010,C
2003,4,5,360,C
2003,4,6,080,C
2003,4,7,090,C
2003,4,8,080,C
2003,4,9,080,#
2003,4,10,090,C
2003,4,11,090,C
2003,4,12,180,C
2003,4,13,190,C
2003,4,14,360,C
2003,4,15,080,#
2003,4,16,090,C
2003,4,17,090,C
2003,4,18,090,C
2003,4,19,090,C
2003,4,20,090,C
2003,4,21,090,C
2003,4,22,090,C
2003,4,23,260,C
2003,4,24,250,C
2003,4,25,250,C
2003,4,26,090,C
2003,4,27,090,C
2003,4,28,080,C
2003,4,29,090,C
2003,4,30,360,C
2003,5,1,080,C
2003,5,2,090,C
2003,5,3,090,C
2003,5,4,090,C
2003,5,5,090,C
2003,5,6,180,C
2003,5,7,190,C
2003,5,8,260,C
2003,5,9,080,C
2003,5,10,090,C
2003,5,11,090,C
2003,5,12,090,C
2003,5,13,090,C
2003,5,14,260,C
2003,5,15,260,C
2003,5,16,190,C
2003,5,17,230,C
2003,5,18,010,C
2003,5,19,080,C
2003,5,20,080,C
2003,5,21,090,C
2003,5,22,090,C
2003,5,23,090,C
2003,5,24,120,C
2003,5,25,080,#
2003,5,26,080,C
2003,5,27,080,C
2003,5,28,090,C
2003,5,29,250,C
2003,5,30,090,C
2003,5,31,080,C
2003,6,1,080,C
2003,6,2,080,C
2003,6,3,100,C
2003,6,4,080,C
2003,6,5,090,C
2003,6,6,090,C
2003,6,7,240,C
2003,6,8,090,C
2003,6,9,080,C
2003,6,10,090,C
2003,6,11,250,C
2003,6,12,260,C
2003,6,13,260,C
2003,6,14,260,C
2003,6,15,090,C
2003,6,16,080,C
2003,6,17,260,C
2003,6,18,250,#
2003,6,19,250,C
2003,6,20,090,C
2003,6,21,110,C
2003,6,22,150,C
2003,6,23,160,C
2003,6,24,200,C
2003,6,25,190,C
2003,6,26,190,C
2003,6,27,190,C
2003,6,28,180,C
2003,6,29,160,C
2003,6,30,160,C
2003,7,1,190,C
2003,7,2,260,C
2003,7,3,260,C
2003,7,4,120,C
2003,7,5,260,C
2003,7,6,260,C
2003,7,7,250,C
2003,7,8,260,C
2003,7,9,120,C
2003,7,10,120,C
2003,7,11,120,C
2003,7,12,120,C
2003,7,13,260,C
2003,7,14,250,C
2003,7,15,250,C
2003,7,16,250,C
2003,7,17,250,C
2003,7,18,260,C
2003,7,19,100,C
2003,7,20,080,C
2003,7,21,090,C
2003,7,22,080,C
2003,7,23,060,C
2003,7,24,110,C
2003,7,25,120,C
2003,7,26,260,#
2003,7,27,250,C
2003,7,28,260,C
2003,7,29,260,C
2003,7,30,260,C
2003,7,31,260,C
2003,8,1,260,C
2003,8,2,260,C
2003,8,3,260,C
2003,8,4,250,C
2003,8,5,250,C
2003,8,6,250,C
2003,8,7,160,C
2003,8,8,260,C
2003,8,9,260,C
2003,8,10,260,C
2003,8,11,260,C
2003,8,12,090,C
2003,8,13,160,C
2003,8,14,260,C
2003,8,15,250,C
2003,8,16,260,C
2003,8,17,080,C
2003,8,18,250,C
2003,8,19,090,C
2003,8,20,350,C
2003,8,21,250,C
2003,8,22,090,C
2003,8,23,080,C
2003,8,24,080,C
2003,8,25,120,C
2003,8,26,130,C
2003,8,27,120,C
2003,8,28,260,C
2003,8,29,260,C
2003,8,30,250,C
2003,8,31,250,C
2003,9,1,250,C
2003,9,2,290,C
2003,9,3,080,C
2003,9,4,070,C
2003,9,5,080,C
2003,9,6,070,C
2003,9,7,080,C
2003,9,8,080,C
2003,9,9,090,C
2003,9,10,260,C
2003,9,11,250,C
2003,9,12,090,C
2003,9,13,080,C
2003,9,14,080,C
2003,9,15,090,C
2003,9,16,090,C
2003,9,17,090,C
2003,9,18,250,C
2003,9,19,250,C
2003,9,20,250,C
2003,9,21,360,C
2003,9,22,360,C
2003,9,23,020,C
2003,9,24,080,C
2003,9,25,080,C
2003,9,26,080,C
2003,9,27,080,C
2003,9,28,090,C
2003,9,29,090,C
2003,9,30,080,C
2003,10,1,090,C
2003,10,2,090,C
