Year,Month,Day,Daily Mean Amount of Cloud (%) at the Hong Kong Observatory_Value,completeness
1965,6,18,74,C
1965,6,19,75,C
1965,6,20,88,C
1965,6,21,88,C
1965,6,22,89,C
1965,6,23,88,C
1965,6,24,59,C
1965,6,25,58,C
1965,6,26,69,C
1965,6,27,86,C
1965,6,28,89,C
1965,6,29,84,C
1965,6,30,61,C
1965,7,1,59,C
1965,7,2,51,C
1965,7,3,46,C
1965,7,4,68,C
1965,7,5,73,C
1965,7,6,81,C
1965,7,7,79,C
1965,7,8,51,C
1965,7,9,63,C
1965,7,10,56,C
1965,7,11,48,C
1965,7,12,51,C
1965,7,13,47,C
1965,7,14,69,C
1965,7,15,90,C
1965,7,16,88,C
1965,7,17,77,C
1965,7,18,49,C
1965,7,19,50,C
1965,7,20,48,C
1965,7,21,67,C
1965,7,22,82,C
1965,7,23,88,C
1965,7,24,65,C
1965,7,25,31,C
1965,7,26,65,C
1965,7,27,88,C
1965,7,28,90,C
1965,7,29,66,C
1965,7,30,64,C
1965,7,31,69,C
1965,8,1,66,C
1965,8,2,63,C
1965,8,3,65,C
1965,8,4,74,C
1965,8,5,86,C
1965,8,6,89,C
1965,8,7,83,C
1965,8,8,73,C
1965,8,9,60,C
1965,8,10,59,C
1965,8,11,37,C
1965,8,12,33,C
1965,8,13,25,C
1965,8,14,81,C
1965,8,15,69,C
1965,8,16,60,C
1965,8,17,73,C
1965,8,18,51,C
1965,8,19,60,C
1965,8,20,44,C
1965,8,21,26,C
1965,8,22,20,C
1965,8,23,30,C
1965,8,24,29,C
1965,8,25,34,C
1965,8,26,49,C
1965,8,27,39,C
1965,8,28,41,C
1965,8,29,33,C
1965,8,30,42,C
1965,8,31,42,C
1965,9,1,51,C
1965,9,2,73,C
1965,9,3,34,C
1965,9,4,69,C
1965,9,5,73,C
1965,9,6,69,C
1965,9,7,46,C
1965,9,8,74,C
1965,9,9,81,C
1965,9,10,88,C
1965,9,11,91,C
1965,9,12,76,C
1965,9,13,89,C
1965,9,14,89,C
1965,9,15,20,C
1965,9,16,2,C
1965,9,17,1,C
1965,9,18,19,C
1965,9,19,38,C
1965,9,20,42,C
1965,9,21,44,C
1965,9,22,64,C
1965,9,23,69,C
1965,9,24,76,C
1965,9,25,58,C
1965,9,26,95,C
1965,9,27,98,C
1965,9,28,91,C
1965,9,29,85,C
1965,9,30,84,C
1965,10,1,77,C
1965,10,2,62,C
1965,10,3,68,C
1965,10,4,72,C
1965,10,5,77,C
1965,10,6,65,C
1965,10,7,84,C
1965,10,8,81,C
1965,10,9,89,C
1965,10,10,56,C
1965,10,11,38,C
1965,10,12,53,C
1965,10,13,53,C
1965,10,14,35,C
1965,10,15,26,C
1965,10,16,39,C
1965,10,17,19,C
1965,10,18,13,C
1965,10,19,21,C
1965,10,20,30,C
1965,10,21,19,C
1965,10,22,41,C
1965,10,23,63,C
1965,10,24,37,C
1965,10,25,71,C
1965,10,26,92,C
1965,10,27,91,C
1965,10,28,94,C
1965,10,29,68,C
1965,10,30,79,C
1965,10,31,41,C
1965,11,1,58,C
1965,11,2,30,C
1965,11,3,58,C
1965,11,4,61,C
1965,11,5,43,C
1965,11,6,52,C
1965,11,7,74,C
1965,11,8,76,C
1965,11,9,89,C
1965,11,10,97,C
1965,11,11,100,C
1965,11,12,98,C
1965,11,13,86,C
1965,11,14,79,C
1965,11,15,74,C
1965,11,16,43,C
1965,11,17,63,C
1965,11,18,80,C
1965,11,19,82,C
1965,11,20,95,C
1965,11,21,78,C
1965,11,22,62,C
1965,11,23,38,C
1965,11,24,84,C
1965,11,25,51,C
1965,11,26,45,C
1965,11,27,8,C
1965,11,28,42,C
1965,11,29,12,C
1965,11,30,3,C
1965,12,1,23,C
1965,12,2,34,C
1965,12,3,60,C
1965,12,4,52,C
1965,12,5,87,C
1965,12,6,91,C
1965,12,7,65,C
1965,12,8,25,C
1965,12,9,83,C
1965,12,10,67,C
1965,12,11,71,C
1965,12,12,49,C
1965,12,13,74,C
1965,12,14,84,C
1965,12,15,76,C
1965,12,16,90,C
1965,12,17,90,C
1965,12,18,83,C
1965,12,19,99,C
1965,12,20,96,C
1965,12,21,96,C
1965,12,22,51,C
1965,12,23,42,C
1965,12,24,74,C
1965,12,25,98,C
1965,12,26,100,C
1965,12,27,98,C
1965,12,28,79,C
1965,12,29,74,C
1965,12,30,69,C
1965,12,31,41,C
1966,1,1,21,C
1966,1,2,82,C
1966,1,3,87,C
1966,1,4,77,C
1966,1,5,30,C
1966,1,6,8,C
1966,1,7,1,C
1966,1,8,1,C
1966,1,9,31,C
1966,1,10,57,C
1966,1,11,54,C
1966,1,12,78,C
1966,1,13,57,C
1966,1,14,84,C
1966,1,15,67,C
1966,1,16,29,C
1966,1,17,37,C
1966,1,18,81,C
1966,1,19,79,C
1966,1,20,94,C
1966,1,21,87,C
1966,1,22,86,C
1966,1,23,75,C
1966,1,24,68,C
1966,1,25,49,C
1966,1,26,74,C
1966,1,27,89,C
1966,1,28,88,C
1966,1,29,89,C
1966,1,30,84,C
1966,1,31,70,C
1966,2,1,74,C
1966,2,2,76,C
1966,2,3,74,C
1966,2,4,89,C
1966,2,5,46,C
1966,2,6,7,C
1966,2,7,63,C
1966,2,8,12,C
1966,2,9,28,C
1966,2,10,44,C
1966,2,11,53,C
1966,2,12,97,C
1966,2,13,92,C
1966,2,14,46,C
1966,2,15,51,C
1966,2,16,31,C
1966,2,17,24,C
1966,2,18,77,C
1966,2,19,81,C
1966,2,20,72,C
1966,2,21,83,C
1966,2,22,96,C
1966,2,23,98,C
1966,2,24,96,C
1966,2,25,100,C
1966,2,26,100,C
1966,2,27,95,C
1966,2,28,76,C
1966,3,1,67,C
1966,3,2,54,C
1966,3,3,69,C
1966,3,4,90,C
1966,3,5,82,C
1966,3,6,76,C
1966,3,7,88,C
1966,3,8,93,C
1966,3,9,100,C
1966,3,10,53,C
1966,3,11,66,C
1966,3,12,74,C
1966,3,13,20,C
1966,3,14,59,C
1966,3,15,79,C
1966,3,16,80,C
1966,3,17,87,C
1966,3,18,83,C
1966,3,19,71,C
1966,3,20,100,C
1966,3,21,94,C
1966,3,22,87,C
1966,3,23,51,C
1966,3,24,92,C
1966,3,25,91,C
1966,3,26,95,C
1966,3,27,92,C
1966,3,28,84,C
1966,3,29,96,C
1966,3,30,99,C
1966,3,31,86,C
1966,4,1,99,C
1966,4,2,100,C
1966,4,3,89,C
1966,4,4,88,C
1966,4,5,93,C
1966,4,6,86,C
1966,4,7,84,C
1966,4,8,84,C
1966,4,9,49,C
1966,4,10,28,C
1966,4,11,60,C
1966,4,12,90,C
1966,4,13,58,C
1966,4,14,68,C
1966,4,15,53,C
1966,4,16,89,C
1966,4,17,94,C
1966,4,18,93,C
1966,4,19,96,C
1966,4,20,70,C
1966,4,21,91,C
1966,4,22,82,C
1966,4,23,57,C
1966,4,24,77,C
1966,4,25,74,C
1966,4,26,71,C
1966,4,27,75,C
1966,4,28,80,C
1966,4,29,89,C
1966,4,30,86,C
1966,5,1,92,C
1966,5,2,72,C
1966,5,3,98,C
1966,5,4,86,C
1966,5,5,73,C
1966,5,6,67,C
1966,5,7,52,C
1966,5,8,76,C
1966,5,9,83,C
1966,5,10,85,C
1966,5,11,75,C
1966,5,12,51,C
1966,5,13,53,C
1966,5,14,67,C
1966,5,15,76,C
1966,5,16,91,C
1966,5,17,60,C
1966,5,18,39,C
1966,5,19,30,C
1966,5,20,35,C
1966,5,21,40,C
1966,5,22,59,C
1966,5,23,51,C
1966,5,24,50,C
1966,5,25,43,C
1966,5,26,11,C
1966,5,27,64,C
1966,5,28,66,C
1966,5,29,55,C
1966,5,30,80,C
1966,5,31,85,C
1966,6,1,85,C
1966,6,2,87,C
1966,6,3,89,C
1966,6,4,91,C
1966,6,5,90,C
1966,6,6,96,C
1966,6,7,98,C
1966,6,8,95,C
1966,6,9,93,C
1966,6,10,92,C
1966,6,11,94,C
1966,6,12,100,C
1966,6,13,97,C
1966,6,14,92,C
1966,6,15,89,C
1966,6,16,80,C
1966,6,17,81,C
1966,6,18,76,C
1966,6,19,76,C
1966,6,20,88,C
1966,6,21,85,C
1966,6,22,91,C
1966,6,23,90,C
1966,6,24,77,C
1966,6,25,44,C
1966,6,26,33,C
1966,6,27,29,C
1966,6,28,46,C
1966,6,29,72,C
1966,6,30,72,C
1966,7,1,86,C
1966,7,2,96,C
1966,7,3,97,C
1966,7,4,85,C
1966,7,5,73,C
1966,7,6,64,C
1966,7,7,65,C
1966,7,8,80,C
1966,7,9,65,C
1966,7,10,57,C
1966,7,11,51,C
1966,7,12,63,C
1966,7,13,92,C
1966,7,14,95,C
1966,7,15,90,C
1966,7,16,60,C
1966,7,17,79,C
1966,7,18,69,C
1966,7,19,27,C
1966,7,20,63,C
1966,7,21,68,C
1966,7,22,62,C
1966,7,23,56,C
1966,7,24,76,C
1966,7,25,90,C
1966,7,26,90,C
1966,7,27,80,C
1966,7,28,43,C
1966,7,29,45,C
1966,7,30,82,C
1966,7,31,46,C
1966,8,1,87,C
1966,8,2,72,C
1966,8,3,37,C
1966,8,4,35,C
1966,8,5,21,C
1966,8,6,26,C
1966,8,7,32,C
1966,8,8,42,C
1966,8,9,40,C
1966,8,10,35,C
1966,8,11,33,C
1966,8,12,35,C
1966,8,13,27,C
1966,8,14,48,C
1966,8,15,34,C
1966,8,16,77,C
1966,8,17,82,C
1966,8,18,97,C
1966,8,19,92,C
1966,8,20,93,C
1966,8,21,38,C
1966,8,22,13,C
1966,8,23,31,C
1966,8,24,10,C
1966,8,25,11,C
1966,8,26,31,C
1966,8,27,45,C
1966,8,28,24,C
1966,8,29,42,C
1966,8,30,39,C
1966,8,31,47,C
1966,9,1,42,C
1966,9,2,36,C
1966,9,3,51,C
1966,9,4,40,C
1966,9,5,79,C
1966,9,6,51,C
1966,9,7,21,C
1966,9,8,25,C
1966,9,9,42,C
1966,9,10,49,C
1966,9,11,51,C
1966,9,12,51,C
1966,9,13,61,C
1966,9,14,76,C
1966,9,15,81,C
1966,9,16,19,C
1966,9,17,0,C
1966,9,18,0,C
1966,9,19,12,C
1966,9,20,27,C
1966,9,21,44,C
1966,9,22,59,C
1966,9,23,13,C
1966,9,24,3,C
1966,9,25,1,C
1966,9,26,14,C
1966,9,27,12,C
1966,9,28,11,C
1966,9,29,1,C
1966,9,30,30,C
1966,10,1,19,C
1966,10,2,46,C
1966,10,3,46,C
1966,10,4,35,C
1966,10,5,29,C
1966,10,6,17,C
1966,10,7,19,C
1966,10,8,23,C
1966,10,9,29,C
1966,10,10,34,C
1966,10,11,17,C
1966,10,12,15,C
1966,10,13,34,C
1966,10,14,73,C
1966,10,15,88,C
1966,10,16,72,C
1966,10,17,46,C
1966,10,18,19,C
1966,10,19,58,C
1966,10,20,65,C
1966,10,21,28,C
1966,10,22,67,C
1966,10,23,81,C
1966,10,24,79,C
1966,10,25,87,C
1966,10,26,73,C
1966,10,27,67,C
1966,10,28,94,C
1966,10,29,81,C
1966,10,30,55,C
1966,10,31,56,C
1966,11,1,0,C
1966,11,2,3,C
1966,11,3,24,C
1966,11,4,26,C
1966,11,5,20,C
1966,11,6,6,C
1966,11,7,13,C
1966,11,8,17,C
1966,11,9,47,C
1966,11,10,43,C
1966,11,11,85,C
1966,11,12,97,C
1966,11,13,71,C
1966,11,14,77,C
1966,11,15,87,C
1966,11,16,54,C
1966,11,17,73,C
1966,11,18,65,C
1966,11,19,58,C
1966,11,20,53,C
1966,11,21,26,C
1966,11,22,10,C
1966,11,23,72,C
1966,11,24,78,C
1966,11,25,42,C
1966,11,26,58,C
1966,11,27,84,C
1966,11,28,67,C
1966,11,29,36,C
1966,11,30,47,C
1966,12,1,4,C
1966,12,2,1,C
1966,12,3,42,C
1966,12,4,82,C
1966,12,5,79,C
1966,12,6,90,C
1966,12,7,88,C
1966,12,8,35,C
1966,12,9,86,C
1966,12,10,64,C
1966,12,11,35,C
1966,12,12,5,C
1966,12,13,52,C
1966,12,14,92,C
1966,12,15,100,C
1966,12,16,93,C
1966,12,17,100,C
1966,12,18,97,C
1966,12,19,88,C
1966,12,20,87,C
1966,12,21,98,C
1966,12,22,93,C
1966,12,23,63,C
1966,12,24,79,C
1966,12,25,69,C
1966,12,26,91,C
1966,12,27,84,C
1966,12,28,50,C
1966,12,29,17,C
1966,12,30,89,C
1966,12,31,92,C
1967,1,1,68,C
1967,1,2,71,C
1967,1,3,48,C
1967,1,4,17,C
1967,1,5,92,C
1967,1,6,88,C
1967,1,7,59,C
1967,1,8,96,C
1967,1,9,99,C
1967,1,10,95,C
1967,1,11,95,C
1967,1,12,73,C
1967,1,13,28,C
1967,1,14,88,C
1967,1,15,16,C
1967,1,16,2,C
1967,1,17,19,C
1967,1,18,6,C
1967,1,19,43,C
1967,1,20,43,C
1967,1,21,91,C
1967,1,22,88,C
1967,1,23,94,C
1967,1,24,99,C
1967,1,25,81,C
1967,1,26,89,C
1967,1,27,89,C
1967,1,28,72,C
1967,1,29,68,C
1967,1,30,98,C
1967,1,31,92,C
1967,2,1,98,C
1967,2,2,99,C
1967,2,3,46,C
1967,2,4,37,C
1967,2,5,4,C
1967,2,6,60,C
1967,2,7,91,C
1967,2,8,81,C
1967,2,9,86,C
1967,2,10,97,C
1967,2,11,96,C
1967,2,12,89,C
1967,2,13,88,C
1967,2,14,77,C
1967,2,15,11,C
1967,2,16,31,C
1967,2,17,78,C
1967,2,18,31,C
1967,2,19,63,C
1967,2,20,95,C
1967,2,21,92,C
1967,2,22,76,C
1967,2,23,77,C
1967,2,24,98,C
1967,2,25,96,C
1967,2,26,100,C
1967,2,27,97,C
1967,2,28,98,C
1967,3,1,68,C
1967,3,2,88,C
1967,3,3,91,C
1967,3,4,92,C
1967,3,5,100,C
1967,3,6,89,C
1967,3,7,65,C
1967,3,8,94,C
1967,3,9,34,C
1967,3,10,13,C
1967,3,11,20,C
1967,3,12,47,C
1967,3,13,10,C
1967,3,14,29,C
1967,3,15,38,C
1967,3,16,55,C
1967,3,17,37,C
1967,3,18,36,C
1967,3,19,82,C
1967,3,20,100,C
1967,3,21,90,C
1967,3,22,86,C
1967,3,23,100,C
1967,3,24,98,C
1967,3,25,99,C
1967,3,26,91,C
1967,3,27,85,C
1967,3,28,84,C
1967,3,29,83,C
1967,3,30,85,C
1967,3,31,88,C
1967,4,1,99,C
1967,4,2,99,C
1967,4,3,87,C
1967,4,4,97,C
1967,4,5,100,C
1967,4,6,100,C
1967,4,7,94,C
1967,4,8,46,C
1967,4,9,17,C
1967,4,10,45,C
1967,4,11,59,C
1967,4,12,87,C
1967,4,13,91,C
1967,4,14,89,C
1967,4,15,40,C
1967,4,16,64,C
1967,4,17,81,C
1967,4,18,97,C
1967,4,19,87,C
1967,4,20,79,C
1967,4,21,71,C
1967,4,22,52,C
1967,4,23,81,C
1967,4,24,92,C
1967,4,25,77,C
1967,4,26,53,C
1967,4,27,83,C
1967,4,28,94,C
1967,4,29,84,C
1967,4,30,76,C
1967,5,1,80,C
1967,5,2,64,C
1967,5,3,68,C
1967,5,4,74,C
1967,5,5,79,C
1967,5,6,74,C
1967,5,7,61,C
1967,5,8,55,C
1967,5,9,63,C
1967,5,10,72,C
1967,5,11,77,C
1967,5,12,78,C
1967,5,13,77,C
1967,5,14,72,C
1967,5,15,88,C
1967,5,16,45,C
1967,5,17,48,C
1967,5,18,56,C
1967,5,19,63,C
1967,5,20,88,C
1967,5,21,83,C
1967,5,22,85,C
1967,5,23,81,C
1967,5,24,76,C
1967,5,25,76,C
1967,5,26,74,C
1967,5,27,85,C
1967,5,28,77,C
1967,5,29,72,C
1967,5,30,68,C
1967,5,31,69,C
1967,6,1,78,C
1967,6,2,89,C
1967,6,3,97,C
1967,6,4,92,C
1967,6,5,82,C
1967,6,6,55,C
1967,6,7,48,C
1967,6,8,64,C
1967,6,9,95,C
1967,6,10,88,C
1967,6,11,26,C
1967,6,12,47,C
1967,6,13,32,C
1967,6,14,41,C
1967,6,15,71,C
1967,6,16,63,C
1967,6,17,73,C
1967,6,18,77,C
1967,6,19,69,C
1967,6,20,72,C
1967,6,21,79,C
1967,6,22,77,C
1967,6,23,80,C
1967,6,24,64,C
1967,6,25,51,C
1967,6,26,72,C
1967,6,27,82,C
1967,6,28,52,C
1967,6,29,30,C
1967,6,30,95,C
1967,7,1,89,C
1967,7,2,69,C
1967,7,3,57,C
1967,7,4,67,C
1967,7,5,63,C
1967,7,6,76,C
1967,7,7,77,C
1967,7,8,67,C
1967,7,9,48,C
1967,7,10,33,C
1967,7,11,56,C
1967,7,12,83,C
1967,7,13,93,C
1967,7,14,90,C
1967,7,15,52,C
1967,7,16,24,C
1967,7,17,23,C
1967,7,18,45,C
1967,7,19,58,C
1967,7,20,67,C
1967,7,21,69,C
1967,7,22,70,C
1967,7,23,82,C
1967,7,24,79,C
1967,7,25,59,C
1967,7,26,19,C
1967,7,27,38,C
1967,7,28,51,C
1967,7,29,57,C
1967,7,30,41,C
1967,7,31,42,C
1967,8,1,66,C
1967,8,2,85,C
1967,8,3,95,C
1967,8,4,89,C
1967,8,5,76,C
1967,8,6,61,C
1967,8,7,49,C
1967,8,8,45,C
1967,8,9,53,C
1967,8,10,81,C
1967,8,11,85,C
1967,8,12,87,C
1967,8,13,90,C
1967,8,14,79,C
1967,8,15,80,C
1967,8,16,94,C
1967,8,17,98,C
1967,8,18,80,C
1967,8,19,67,C
1967,8,20,77,C
1967,8,21,96,C
1967,8,22,92,C
1967,8,23,60,C
1967,8,24,38,C
1967,8,25,35,C
1967,8,26,57,C
1967,8,27,51,C
1967,8,28,74,C
1967,8,29,73,C
1967,8,30,76,C
1967,8,31,78,C
1967,9,1,47,C
1967,9,2,31,C
1967,9,3,66,C
1967,9,4,69,C
1967,9,5,76,C
1967,9,6,89,C
1967,9,7,76,C
1967,9,8,34,C
1967,9,9,40,C
1967,9,10,26,C
1967,9,11,25,C
1967,9,12,67,C
1967,9,13,79,C
1967,9,14,84,C
1967,9,15,74,C
1967,9,16,74,C
1967,9,17,60,C
1967,9,18,63,C
1967,9,19,48,C
1967,9,20,55,C
1967,9,21,53,C
1967,9,22,80,C
1967,9,23,88,C
1967,9,24,92,C
1967,9,25,90,C
1967,9,26,74,C
1967,9,27,45,C
1967,9,28,44,C
1967,9,29,30,C
1967,9,30,13,C
1967,10,1,61,C
1967,10,2,55,C
1967,10,3,13,C
1967,10,4,26,C
1967,10,5,46,C
1967,10,6,70,C
1967,10,7,47,C
1967,10,8,17,C
1967,10,9,21,C
1967,10,10,26,C
1967,10,11,40,C
1967,10,12,37,C
1967,10,13,21,C
1967,10,14,67,C
1967,10,15,88,C
1967,10,16,39,C
1967,10,17,69,C
1967,10,18,86,C
1967,10,19,100,C
1967,10,20,86,C
1967,10,21,60,C
1967,10,22,73,C
1967,10,23,52,C
1967,10,24,48,C
1967,10,25,20,C
1967,10,26,3,C
1967,10,27,0,C
1967,10,28,16,C
1967,10,29,22,C
1967,10,30,17,C
1967,10,31,27,C
1967,11,1,28,C
1967,11,2,33,C
1967,11,3,88,C
1967,11,4,38,C
1967,11,5,71,C
1967,11,6,85,C
1967,11,7,96,C
1967,11,8,85,C
1967,11,9,75,C
1967,11,10,67,C
1967,11,11,75,C
1967,11,12,85,C
1967,11,13,68,C
1967,11,14,41,C
1967,11,15,48,C
1967,11,16,50,C
1967,11,17,6,C
1967,11,18,19,C
1967,11,19,10,C
1967,11,20,35,C
1967,11,21,85,C
1967,11,22,83,C
1967,11,23,66,C
1967,11,24,90,C
1967,11,25,67,C
1967,11,26,54,C
1967,11,27,78,C
1967,11,28,75,C
1967,11,29,81,C
1967,11,30,90,C
1967,12,1,93,C
1967,12,2,84,C
1967,12,3,78,C
1967,12,4,70,C
1967,12,5,78,C
1967,12,6,93,C
1967,12,7,89,C
1967,12,8,58,C
1967,12,9,84,C
1967,12,10,44,C
1967,12,11,5,C
1967,12,12,41,C
1967,12,13,74,C
1967,12,14,0,C
1967,12,15,23,C
1967,12,16,82,C
1967,12,17,22,C
1967,12,18,0,C
1967,12,19,44,C
1967,12,20,48,C
1967,12,21,64,C
1967,12,22,38,C
1967,12,23,68,C
1967,12,24,82,C
1967,12,25,41,C
1967,12,26,44,C
1967,12,27,61,C
1967,12,28,93,C
1967,12,29,99,C
1967,12,30,92,C
1967,12,31,86,C
1968,1,1,51,C
1968,1,2,21,C
1968,1,3,4,C
1968,1,4,27,C
1968,1,5,73,C
1968,1,6,95,C
1968,1,7,63,C
1968,1,8,48,C
1968,1,9,52,C
1968,1,10,8,C
1968,1,11,28,C
1968,1,12,40,C
1968,1,13,6,C
1968,1,14,30,C
1968,1,15,2,C
1968,1,16,6,C
1968,1,17,18,C
1968,1,18,81,C
1968,1,19,70,C
1968,1,20,69,C
1968,1,21,47,C
1968,1,22,47,C
1968,1,23,50,C
1968,1,24,52,C
1968,1,25,79,C
1968,1,26,64,C
1968,1,27,43,C
1968,1,28,44,C
1968,1,29,33,C
1968,1,30,55,C
1968,1,31,94,C
1968,2,1,100,C
1968,2,2,100,C
1968,2,3,100,C
1968,2,4,100,C
1968,2,5,100,C
1968,2,6,98,C
1968,2,7,100,C
1968,2,8,95,C
1968,2,9,92,C
1968,2,10,63,C
1968,2,11,52,C
1968,2,12,70,C
1968,2,13,54,C
1968,2,14,69,C
1968,2,15,44,C
1968,2,16,90,C
1968,2,17,96,C
1968,2,18,95,C
1968,2,19,100,C
1968,2,20,100,C
1968,2,21,100,C
1968,2,22,100,C
1968,2,23,94,C
1968,2,24,100,C
1968,2,25,98,C
1968,2,26,91,C
1968,2,27,95,C
1968,2,28,66,C
1968,2,29,36,C
1968,3,1,77,C
1968,3,2,51,C
1968,3,3,8,C
1968,3,4,39,C
1968,3,5,57,C
1968,3,6,86,C
1968,3,7,69,C
1968,3,8,74,C
1968,3,9,90,C
1968,3,10,95,C
1968,3,11,74,C
1968,3,12,31,C
1968,3,13,30,C
1968,3,14,78,C
1968,3,15,37,C
1968,3,16,15,C
1968,3,17,88,C
1968,3,18,92,C
1968,3,19,91,C
1968,3,20,84,C
1968,3,21,86,C
1968,3,22,99,C
1968,3,23,94,C
1968,3,24,97,C
1968,3,25,100,C
1968,3,26,100,C
1968,3,27,99,C
1968,3,28,94,C
1968,3,29,100,C
1968,3,30,90,C
1968,3,31,97,C
1968,4,1,100,C
1968,4,2,90,C
1968,4,3,95,C
1968,4,4,74,C
1968,4,5,78,C
1968,4,6,82,C
1968,4,7,91,C
1968,4,8,66,C
1968,4,9,65,C
1968,4,10,91,C
1968,4,11,92,C
1968,4,12,95,C
1968,4,13,80,C
1968,4,14,49,C
1968,4,15,80,C
1968,4,16,83,C
1968,4,17,54,C
1968,4,18,43,C
1968,4,19,95,C
1968,4,20,100,C
1968,4,21,18,C
1968,4,22,7,C
1968,4,23,41,C
1968,4,24,60,C
1968,4,25,47,C
1968,4,26,67,C
1968,4,27,51,C
1968,4,28,56,C
1968,4,29,80,C
1968,4,30,42,C
1968,5,1,57,C
1968,5,2,40,C
1968,5,3,52,C
1968,5,4,83,C
1968,5,5,79,C
1968,5,6,80,C
1968,5,7,69,C
1968,5,8,61,C
1968,5,9,94,C
1968,5,10,53,C
1968,5,11,41,C
1968,5,12,35,C
1968,5,13,46,C
1968,5,14,89,C
1968,5,15,82,C
1968,5,16,70,C
1968,5,17,76,C
1968,5,18,89,C
1968,5,19,89,C
1968,5,20,92,C
1968,5,21,71,C
1968,5,22,86,C
1968,5,23,88,C
1968,5,24,84,C
1968,5,25,85,C
1968,5,26,86,C
1968,5,27,87,C
1968,5,28,99,C
1968,5,29,89,C
1968,5,30,85,C
1968,5,31,79,C
1968,6,1,82,C
1968,6,2,98,C
1968,6,3,73,C
1968,6,4,47,C
1968,6,5,58,C
1968,6,6,77,C
1968,6,7,74,C
1968,6,8,83,C
1968,6,9,90,C
1968,6,10,95,C
1968,6,11,82,C
1968,6,12,93,C
1968,6,13,93,C
1968,6,14,94,C
1968,6,15,84,C
1968,6,16,85,C
1968,6,17,81,C
1968,6,18,84,C
1968,6,19,87,C
1968,6,20,88,C
1968,6,21,86,C
1968,6,22,88,C
1968,6,23,90,C
1968,6,24,81,C
1968,6,25,84,C
1968,6,26,76,C
1968,6,27,77,C
1968,6,28,74,C
1968,6,29,62,C
1968,6,30,60,C
1968,7,1,57,C
1968,7,2,77,C
1968,7,3,97,C
1968,7,4,96,C
1968,7,5,86,C
1968,7,6,79,C
1968,7,7,86,C
1968,7,8,82,C
1968,7,9,84,C
1968,7,10,79,C
1968,7,11,78,C
1968,7,12,74,C
1968,7,13,79,C
1968,7,14,83,C
1968,7,15,59,C
1968,7,16,39,C
1968,7,17,37,C
1968,7,18,43,C
1968,7,19,65,C
1968,7,20,58,C
1968,7,21,56,C
1968,7,22,71,C
1968,7,23,57,C
1968,7,24,66,C
1968,7,25,78,C
1968,7,26,86,C
1968,7,27,89,C
1968,7,28,51,C
1968,7,29,27,C
1968,7,30,54,C
1968,7,31,51,C
1968,8,1,67,C
1968,8,2,71,C
1968,8,3,83,C
1968,8,4,82,C
1968,8,5,96,C
1968,8,6,99,C
1968,8,7,96,C
1968,8,8,88,C
1968,8,9,58,C
1968,8,10,51,C
1968,8,11,79,C
1968,8,12,81,C
1968,8,13,66,C
1968,8,14,39,C
1968,8,15,64,C
1968,8,16,79,C
1968,8,17,66,C
1968,8,18,48,C
1968,8,19,42,C
1968,8,20,75,C
1968,8,21,97,C
1968,8,22,95,C
1968,8,23,86,C
1968,8,24,85,C
1968,8,25,82,C
1968,8,26,49,C
1968,8,27,74,C
1968,8,28,68,C
1968,8,29,84,C
1968,8,30,84,C
1968,8,31,80,C
1968,9,1,91,C
1968,9,2,91,C
1968,9,3,88,C
1968,9,4,46,C
1968,9,5,49,C
1968,9,6,55,C
1968,9,7,84,C
1968,9,8,92,C
1968,9,9,81,C
1968,9,10,67,C
1968,9,11,44,C
1968,9,12,61,C
1968,9,13,65,C
1968,9,14,49,C
1968,9,15,43,C
1968,9,16,33,C
1968,9,17,43,C
1968,9,18,49,C
1968,9,19,41,C
1968,9,20,45,C
1968,9,21,87,C
1968,9,22,33,C
1968,9,23,10,C
1968,9,24,46,C
1968,9,25,37,C
1968,9,26,45,C
1968,9,27,65,C
1968,9,28,47,C
1968,9,29,60,C
1968,9,30,83,C
1968,10,1,88,C
1968,10,2,83,C
1968,10,3,78,C
1968,10,4,87,C
1968,10,5,69,C
1968,10,6,82,C
1968,10,7,65,C
1968,10,8,33,C
1968,10,9,47,C
1968,10,10,70,C
1968,10,11,79,C
1968,10,12,60,C
1968,10,13,38,C
1968,10,14,72,C
1968,10,15,69,C
1968,10,16,57,C
1968,10,17,72,C
1968,10,18,68,C
1968,10,19,17,C
1968,10,20,0,C
1968,10,21,3,C
1968,10,22,6,C
1968,10,23,6,C
1968,10,24,3,C
1968,10,25,27,C
1968,10,26,60,C
1968,10,27,55,C
1968,10,28,52,C
1968,10,29,60,C
1968,10,30,39,C
1968,10,31,45,C
1968,11,1,53,C
1968,11,2,39,C
1968,11,3,52,C
1968,11,4,83,C
1968,11,5,91,C
1968,11,6,40,C
1968,11,7,71,C
1968,11,8,83,C
1968,11,9,15,C
1968,11,10,44,C
1968,11,11,42,C
1968,11,12,35,C
1968,11,13,28,C
1968,11,14,38,C
1968,11,15,22,C
1968,11,16,40,C
1968,11,17,65,C
1968,11,18,22,C
1968,11,19,34,C
1968,11,20,11,C
1968,11,21,46,C
1968,11,22,52,C
1968,11,23,17,C
1968,11,24,5,C
1968,11,25,12,C
1968,11,26,26,C
1968,11,27,50,C
1968,11,28,61,C
1968,11,29,38,C
1968,11,30,39,C
1968,12,1,55,C
1968,12,2,77,C
1968,12,3,64,C
1968,12,4,51,C
1968,12,5,83,C
1968,12,6,54,C
