Year,Month,Day,Mean Relative Humidity (%) - King's Park_Value,completeness
1995,12,19,67,C
1995,12,20,67,C
1995,12,21,66,C
1995,12,22,68,C
1995,12,23,64,C
1995,12,24,52,C
1995,12,25,55,C
1995,12,26,49,C
1995,12,27,48,C
1995,12,28,41,C
1995,12,29,28,C
1995,12,30,29,C
1995,12,31,46,C
1996,1,1,45,C
1996,1,2,60,C
1996,1,3,50,C
1996,1,4,56,C
1996,1,5,59,C
1996,1,6,69,C
1996,1,7,69,#
1996,1,8,60,C
1996,1,9,63,C
1996,1,10,70,C
1996,1,11,73,C
1996,1,12,80,C
1996,1,13,76,C
1996,1,14,76,C
1996,1,15,81,C
1996,1,16,75,C
1996,1,17,79,C
1996,1,18,72,C
1996,1,19,67,C
1996,1,20,70,C
1996,1,21,83,C
1996,1,22,80,C
1996,1,23,72,C
1996,1,24,78,C
1996,1,25,71,C
1996,1,26,65,C
1996,1,27,64,C
1996,1,28,66,C
1996,1,29,69,C
1996,1,30,69,C
1996,1,31,63,C
1996,2,1,54,C
1996,2,2,52,C
1996,2,3,62,C
1996,2,4,62,C
1996,2,5,61,C
1996,2,6,59,C
1996,2,7,67,C
1996,2,8,62,C
1996,2,9,49,C
1996,2,10,41,C
1996,2,11,68,C
1996,2,12,81,C
1996,2,13,79,C
1996,2,14,82,#
1996,2,15,84,C
1996,2,16,92,C
1996,2,17,86,C
1996,2,18,75,C
1996,2,19,80,C
1996,2,20,78,C
1996,2,21,83,C
1996,2,22,80,C
1996,2,23,82,C
1996,2,24,86,C
1996,2,25,79,C
1996,2,26,83,C
1996,2,27,80,C
1996,2,28,78,C
1996,2,29,82,C
1996,3,1,66,C
1996,3,2,66,C
1996,3,3,64,C
1996,3,4,64,C
1996,3,5,62,C
1996,3,6,76,C
1996,3,7,79,C
1996,3,8,85,C
1996,3,9,87,C
1996,3,10,84,C
1996,3,11,78,C
1996,3,12,83,C
1996,3,13,92,C
1996,3,14,91,C
1996,3,15,87,C
1996,3,16,82,#
1996,3,17,83,C
1996,3,18,91,C
1996,3,19,94,C
1996,3,20,94,C
1996,3,21,96,C
1996,3,22,96,C
1996,3,23,88,C
1996,3,24,78,C
1996,3,25,80,C
1996,3,26,85,#
1996,3,27,76,#
1996,3,28,86,C
1996,3,29,86,C
1996,3,30,86,C
1996,3,31,85,C
1996,4,1,85,C
1996,4,2,80,C
1996,4,3,89,C
1996,4,4,89,C
1996,4,5,79,C
1996,4,6,83,C
1996,4,7,85,C
1996,4,8,92,C
1996,4,9,94,#
1996,4,10,85,C
1996,4,11,82,C
1996,4,12,73,C
1996,4,13,82,C
1996,4,14,82,C
1996,4,15,85,C
1996,4,16,77,C
1996,4,17,89,C
1996,4,18,89,C
1996,4,19,92,C
1996,4,20,77,C
1996,4,21,64,C
1996,4,22,65,C
1996,4,23,64,C
1996,4,24,69,C
1996,4,25,76,C
1996,4,26,76,C
1996,4,27,76,C
1996,4,28,85,C
1996,4,29,84,C
1996,4,30,92,C
1996,5,1,94,#
1996,5,2,87,C
1996,5,3,91,C
1996,5,4,89,C
1996,5,5,93,C
1996,5,6,97,C
1996,5,7,90,C
1996,5,8,77,C
1996,5,9,65,C
1996,5,10,72,#
1996,5,11,86,C
1996,5,12,80,C
1996,5,13,66,C
1996,5,14,74,C
1996,5,15,74,C
1996,5,16,69,C
1996,5,17,76,C
1996,5,18,61,#
1996,5,19,70,C
1996,5,20,70,C
1996,5,21,74,C
1996,5,22,77,C
1996,5,23,80,C
1996,5,24,81,C
1996,5,25,83,C
1996,5,26,92,C
1996,5,27,90,C
1996,5,28,87,C
1996,5,29,93,C
1996,5,30,91,C
1996,5,31,87,C
1996,6,1,81,C
1996,6,2,79,C
1996,6,3,78,C
1996,6,4,76,C
1996,6,5,77,C
1996,6,6,77,C
1996,6,7,78,C
1996,6,8,80,C
1996,6,9,77,C
1996,6,10,78,C
1996,6,11,76,C
1996,6,12,77,#
1996,6,13,76,C
1996,6,14,81,C
1996,6,15,87,C
1996,6,16,89,C
1996,6,17,82,C
1996,6,18,80,C
1996,6,19,79,C
1996,6,20,82,C
1996,6,21,83,C
1996,6,22,93,#
1996,6,23,95,C
1996,6,24,87,C
1996,6,25,82,C
1996,6,26,83,C
1996,6,27,80,C
1996,6,28,82,C
1996,6,29,81,C
1996,6,30,78,C
1996,7,1,80,C
1996,7,2,78,C
1996,7,3,80,C
1996,7,4,77,C
1996,7,5,77,C
1996,7,6,78,C
1996,7,7,77,C
1996,7,8,78,C
1996,7,9,76,C
1996,7,10,75,C
1996,7,11,78,C
1996,7,12,84,C
1996,7,13,80,C
1996,7,14,79,C
1996,7,15,75,C
1996,7,16,79,C
1996,7,17,76,C
1996,7,18,83,C
1996,7,19,89,C
1996,7,20,82,C
1996,7,21,85,C
1996,7,22,88,C
1996,7,23,88,C
1996,7,24,82,C
1996,7,25,73,C
1996,7,26,72,C
1996,7,27,86,C
1996,7,28,82,C
1996,7,29,87,C
1996,7,30,85,C
1996,7,31,76,C
1996,8,1,73,C
1996,8,2,86,C
1996,8,3,87,C
1996,8,4,91,C
1996,8,5,81,C
1996,8,6,73,C
1996,8,7,82,C
1996,8,8,79,C
1996,8,9,79,C
1996,8,10,80,C
1996,8,11,80,C
1996,8,12,77,C
1996,8,13,77,C
1996,8,14,88,C
1996,8,15,93,C
1996,8,16,92,C
1996,8,17,91,C
1996,8,18,91,C
1996,8,19,81,C
1996,8,20,75,C
1996,8,21,76,C
1996,8,22,82,C
1996,8,23,80,C
1996,8,24,81,C
1996,8,25,83,C
1996,8,26,78,C
1996,8,27,78,C
1996,8,28,77,C
1996,8,29,81,C
1996,8,30,76,C
1996,8,31,82,C
1996,9,1,78,C
1996,9,2,81,C
1996,9,3,87,#
1996,9,4,80,C
1996,9,5,80,C
1996,9,6,79,C
1996,9,7,78,C
1996,9,8,74,C
1996,9,9,84,C
1996,9,10,80,C
1996,9,11,77,C
1996,9,12,73,C
1996,9,13,90,C
1996,9,14,94,C
1996,9,15,90,C
1996,9,16,80,C
1996,9,17,79,C
1996,9,18,85,C
1996,9,19,90,C
1996,9,20,92,C
1996,9,21,95,C
1996,9,22,88,C
1996,9,23,80,C
1996,9,24,83,C
1996,9,25,87,C
1996,9,26,76,C
1996,9,27,77,C
1996,9,28,62,C
1996,9,29,59,C
1996,9,30,61,C
1996,10,1,74,C
1996,10,2,79,C
1996,10,3,76,C
1996,10,4,80,C
1996,10,5,77,C
1996,10,6,84,C
1996,10,7,81,C
1996,10,8,78,C
1996,10,9,75,C
1996,10,10,69,C
1996,10,11,71,C
1996,10,12,66,C
1996,10,13,66,C
1996,10,14,73,C
1996,10,15,70,C
1996,10,16,65,C
1996,10,17,69,C
1996,10,18,77,C
1996,10,19,72,C
1996,10,20,78,C
1996,10,21,79,C
1996,10,22,74,C
1996,10,23,73,C
1996,10,24,68,C
1996,10,25,63,C
1996,10,26,60,C
1996,10,27,68,C
1996,10,28,73,#
1996,10,29,74,C
1996,10,30,70,C
1996,10,31,74,C
1996,11,1,72,C
1996,11,2,69,C
1996,11,3,77,C
1996,11,4,75,C
1996,11,5,76,C
1996,11,6,74,C
1996,11,7,70,C
1996,11,8,73,C
1996,11,9,63,C
1996,11,10,65,C
1996,11,11,66,C
1996,11,12,76,C
1996,11,13,75,C
1996,11,14,69,C
1996,11,15,68,C
1996,11,16,76,C
1996,11,17,57,C
1996,11,18,52,C
1996,11,19,50,C
1996,11,20,53,C
1996,11,21,58,C
1996,11,22,68,C
1996,11,23,65,C
1996,11,24,72,#
1996,11,25,72,#
1996,11,26,70,C
1996,11,27,71,#
1996,11,28,75,C
1996,11,29,68,C
1996,11,30,54,C
1996,12,1,41,C
1996,12,2,61,C
1996,12,3,74,C
1996,12,4,82,C
1996,12,5,64,C
1996,12,6,36,C
1996,12,7,31,C
1996,12,8,48,C
1996,12,9,67,C
1996,12,10,49,C
1996,12,11,50,C
1996,12,12,70,C
1996,12,13,45,C
1996,12,14,63,C
1996,12,15,67,C
1996,12,16,69,C
1996,12,17,60,#
1996,12,18,62,C
1996,12,19,62,C
1996,12,20,65,C
1996,12,21,64,C
1996,12,22,64,C
1996,12,23,57,C
1996,12,24,69,C
1996,12,25,64,C
1996,12,26,74,C
1996,12,27,73,C
1996,12,28,64,C
1996,12,29,69,C
1996,12,30,76,C
1996,12,31,78,C
1997,1,1,73,C
1997,1,2,73,C
1997,1,3,86,C
1997,1,4,84,C
1997,1,5,61,C
1997,1,6,63,C
1997,1,7,65,C
1997,1,8,57,C
1997,1,9,55,C
1997,1,10,50,C
1997,1,11,44,C
1997,1,12,61,C
1997,1,13,66,C
1997,1,14,73,C
1997,1,15,77,C
1997,1,16,77,C
1997,1,17,77,#
1997,1,18,79,C
1997,1,19,78,C
1997,1,20,81,C
1997,1,21,79,C
1997,1,22,83,C
1997,1,23,93,C
1997,1,24,67,C
1997,1,25,69,C
1997,1,26,55,C
1997,1,27,47,C
1997,1,28,44,C
1997,1,29,58,C
1997,1,30,61,C
1997,1,31,78,C
1997,2,1,80,C
1997,2,2,93,C
1997,2,3,92,C
1997,2,4,83,C
1997,2,5,81,C
1997,2,6,91,C
1997,2,7,90,C
1997,2,8,85,C
1997,2,9,85,C
1997,2,10,83,C
1997,2,11,70,C
1997,2,12,85,C
1997,2,13,83,C
1997,2,14,75,C
1997,2,15,88,C
1997,2,16,78,C
1997,2,17,79,C
1997,2,18,74,C
1997,2,19,60,C
1997,2,20,52,C
1997,2,21,61,C
1997,2,22,61,C
1997,2,23,69,C
1997,2,24,70,C
1997,2,25,73,C
1997,2,26,75,C
1997,2,27,74,C
1997,2,28,78,C
1997,3,1,79,C
1997,3,2,73,C
1997,3,3,68,C
1997,3,4,69,C
1997,3,5,71,C
1997,3,6,75,C
1997,3,7,77,C
1997,3,8,80,C
1997,3,9,83,C
1997,3,10,81,C
1997,3,11,84,C
1997,3,12,90,C
1997,3,13,84,C
1997,3,14,84,C
1997,3,15,83,C
1997,3,16,90,C
1997,3,17,84,C
1997,3,18,82,C
1997,3,19,86,C
1997,3,20,81,C
1997,3,21,94,C
1997,3,22,93,C
1997,3,23,81,C
1997,3,24,71,C
1997,3,25,78,C
1997,3,26,79,C
1997,3,27,78,C
1997,3,28,89,C
1997,3,29,93,C
1997,3,30,80,C
1997,3,31,79,C
1997,4,1,83,C
1997,4,2,87,C
1997,4,3,89,C
1997,4,4,89,C
1997,4,5,86,C
1997,4,6,92,C
1997,4,7,90,C
1997,4,8,89,C
1997,4,9,93,C
1997,4,10,94,C
1997,4,11,82,C
1997,4,12,77,C
1997,4,13,88,C
1997,4,14,92,C
1997,4,15,81,C
1997,4,16,83,C
1997,4,17,82,C
1997,4,18,89,C
1997,4,19,93,C
1997,4,20,88,C
1997,4,21,88,C
1997,4,22,84,C
1997,4,23,75,C
1997,4,24,59,C
1997,4,25,69,C
1997,4,26,58,C
1997,4,27,59,C
1997,4,28,75,C
1997,4,29,82,C
1997,4,30,84,C
1997,5,1,82,C
1997,5,2,79,C
1997,5,3,85,C
1997,5,4,89,C
1997,5,5,90,C
1997,5,6,85,C
1997,5,7,90,C
1997,5,8,93,C
1997,5,9,91,C
1997,5,10,93,C
1997,5,11,85,C
1997,5,12,84,C
1997,5,13,82,C
1997,5,14,79,C
1997,5,15,77,C
1997,5,16,79,C
1997,5,17,84,C
1997,5,18,85,C
1997,5,19,85,C
1997,5,20,79,C
1997,5,21,85,C
1997,5,22,90,C
1997,5,23,85,C
1997,5,24,79,C
1997,5,25,55,C
1997,5,26,62,C
1997,5,27,75,C
1997,5,28,80,C
1997,5,29,81,#
1997,5,30,82,C
1997,5,31,81,C
1997,6,1,84,C
1997,6,2,81,C
1997,6,3,88,C
1997,6,4,85,#
1997,6,5,84,C
1997,6,6,84,C
1997,6,7,81,C
1997,6,8,81,C
1997,6,9,83,C
1997,6,10,82,C
1997,6,11,82,C
1997,6,12,84,C
1997,6,13,95,C
1997,6,14,91,C
1997,6,15,90,C
1997,6,16,97,C
1997,6,17,92,C
1997,6,18,88,C
1997,6,19,84,C
1997,6,20,86,C
1997,6,21,86,C
1997,6,22,94,C
1997,6,23,86,#
1997,6,24,86,C
1997,6,25,85,#
1997,6,26,89,C
1997,6,27,82,C
1997,6,28,85,C
1997,6,29,86,C
1997,6,30,89,C
1997,7,1,93,C
1997,7,2,94,C
1997,7,3,95,C
1997,7,4,91,C
1997,7,5,85,C
1997,7,6,88,C
1997,7,7,85,C
1997,7,8,86,C
1997,7,9,83,C
1997,7,10,89,C
1997,7,11,85,C
1997,7,12,83,C
1997,7,13,84,C
1997,7,14,87,C
1997,7,15,92,C
1997,7,16,90,C
1997,7,17,92,C
1997,7,18,92,C
1997,7,19,96,C
1997,7,20,88,C
1997,7,21,86,C
1997,7,22,80,C
1997,7,23,77,C
1997,7,24,77,C
1997,7,25,81,C
1997,7,26,81,C
1997,7,27,79,C
1997,7,28,76,C
1997,7,29,82,C
1997,7,30,78,C
1997,7,31,80,C
1997,8,1,85,C
1997,8,2,92,C
1997,8,3,89,C
1997,8,4,84,C
1997,8,5,82,C
1997,8,6,83,#
1997,8,7,90,C
1997,8,8,91,C
1997,8,9,89,C
1997,8,10,87,C
1997,8,11,84,C
1997,8,12,89,C
1997,8,13,92,C
1997,8,14,91,C
1997,8,15,82,C
1997,8,16,87,C
1997,8,17,78,C
1997,8,18,64,C
1997,8,19,67,C
1997,8,20,76,C
1997,8,21,84,C
1997,8,22,93,C
1997,8,23,89,C
1997,8,24,92,C
1997,8,25,89,C
1997,8,26,84,C
1997,8,27,82,C
1997,8,28,78,C
1997,8,29,72,C
1997,8,30,78,C
1997,8,31,80,C
1997,9,1,79,C
1997,9,2,82,C
1997,9,3,85,C
1997,9,4,79,C
1997,9,5,70,C
1997,9,6,78,C
1997,9,7,95,C
1997,9,8,89,C
1997,9,9,81,C
1997,9,10,79,C
1997,9,11,78,C
1997,9,12,78,C
1997,9,13,77,C
1997,9,14,77,C
1997,9,15,78,C
1997,9,16,79,C
1997,9,17,75,C
1997,9,18,83,C
1997,9,19,82,C
1997,9,20,80,C
1997,9,21,83,C
1997,9,22,74,C
1997,9,23,74,C
1997,9,24,72,C
1997,9,25,74,C
1997,9,26,66,C
1997,9,27,58,C
1997,9,28,77,C
1997,9,29,93,C
1997,9,30,96,C
1997,10,1,84,C
1997,10,2,82,C
1997,10,3,86,C
1997,10,4,85,C
1997,10,5,80,C
1997,10,6,83,C
1997,10,7,80,C
1997,10,8,81,C
1997,10,9,76,C
1997,10,10,81,C
1997,10,11,85,C
1997,10,12,88,#
1997,10,13,82,C
1997,10,14,81,C
1997,10,15,80,C
1997,10,16,80,C
1997,10,17,85,C
1997,10,18,85,C
1997,10,19,77,C
1997,10,20,79,C
1997,10,21,79,C
1997,10,22,81,C
1997,10,23,84,C
1997,10,24,79,C
1997,10,25,74,C
1997,10,26,74,C
1997,10,27,66,C
1997,10,28,68,C
1997,10,29,60,C
1997,10,30,50,C
1997,10,31,42,C
1997,11,1,45,C
1997,11,2,57,C
1997,11,3,63,C
1997,11,4,40,C
1997,11,5,32,C
1997,11,6,51,C
1997,11,7,59,C
1997,11,8,67,C
1997,11,9,72,C
1997,11,10,75,C
1997,11,11,75,C
1997,11,12,69,C
1997,11,13,61,C
1997,11,14,73,C
1997,11,15,81,C
1997,11,16,78,C
1997,11,17,53,C
1997,11,18,58,C
1997,11,19,65,C
1997,11,20,77,C
1997,11,21,82,C
1997,11,22,80,C
1997,11,23,86,C
1997,11,24,89,C
1997,11,25,81,C
1997,11,26,84,C
1997,11,27,81,C
1997,11,28,87,C
1997,11,29,81,C
1997,11,30,77,C
1997,12,1,72,C
1997,12,2,64,C
1997,12,3,70,C
1997,12,4,72,C
1997,12,5,81,#
1997,12,6,83,C
1997,12,7,77,C
1997,12,8,53,C
1997,12,9,51,C
1997,12,10,54,C
1997,12,11,52,C
1997,12,12,63,C
1997,12,13,65,C
1997,12,14,79,C
1997,12,15,75,C
1997,12,16,79,C
1997,12,17,75,C
1997,12,18,80,C
1997,12,19,83,C
1997,12,20,82,C
1997,12,21,93,C
1997,12,22,88,C
1997,12,23,73,C
1997,12,24,74,C
1997,12,25,77,C
1997,12,26,77,C
1997,12,27,77,C
1997,12,28,78,C
1997,12,29,80,C
1997,12,30,79,C
1997,12,31,82,C
1998,1,1,77,C
1998,1,2,77,C
1998,1,3,81,C
1998,1,4,77,C
1998,1,5,69,C
1998,1,6,76,C
1998,1,7,79,C
1998,1,8,85,C
1998,1,9,90,C
1998,1,10,89,C
1998,1,11,81,C
1998,1,12,78,C
1998,1,13,89,C
1998,1,14,88,C
1998,1,15,76,C
1998,1,16,85,#
1998,1,17,78,C
1998,1,18,63,C
1998,1,19,75,C
1998,1,20,85,C
1998,1,21,91,C
1998,1,22,92,C
1998,1,23,74,C
1998,1,24,78,C
1998,1,25,68,C
1998,1,26,81,C
1998,1,27,91,C
1998,1,28,64,C
1998,1,29,58,C
1998,1,30,72,C
1998,1,31,83,C
1998,2,1,82,#
1998,2,2,85,C
1998,2,3,89,C
1998,2,4,81,C
1998,2,5,84,C
1998,2,6,82,C
1998,2,7,66,C
1998,2,8,60,C
1998,2,9,68,C
1998,2,10,65,C
1998,2,11,70,C
1998,2,12,79,C
1998,2,13,89,C
1998,2,14,88,C
1998,2,15,86,C
1998,2,16,96,C
1998,2,17,95,C
1998,2,18,94,C
1998,2,19,93,C
1998,2,20,93,C
1998,2,21,75,C
1998,2,22,75,C
1998,2,23,89,C
1998,2,24,80,C
1998,2,25,69,C
1998,2,26,87,C
1998,2,27,88,C
1998,2,28,85,C
1998,3,1,66,C
1998,3,2,66,C
1998,3,3,81,C
1998,3,4,89,C
1998,3,5,79,C
1998,3,6,83,C
1998,3,7,97,C
1998,3,8,98,C
1998,3,9,90,C
1998,3,10,83,C
1998,3,11,80,#
1998,3,12,78,C
1998,3,13,68,C
1998,3,14,85,C
1998,3,15,88,C
1998,3,16,89,C
1998,3,17,95,C
1998,3,18,88,C
1998,3,19,92,C
1998,3,20,90,C
1998,3,21,90,C
1998,3,22,85,C
1998,3,23,83,C
1998,3,24,84,C
1998,3,25,87,C
1998,3,26,92,C
1998,3,27,87,C
1998,3,28,89,C
1998,3,29,87,C
1998,3,30,84,C
1998,3,31,84,C
1998,4,1,84,C
1998,4,2,76,C
1998,4,3,75,C
1998,4,4,77,C
1998,4,5,84,C
1998,4,6,81,C
1998,4,7,83,C
1998,4,8,83,C
1998,4,9,84,C
1998,4,10,85,C
1998,4,11,86,C
1998,4,12,92,C
1998,4,13,89,C
1998,4,14,84,C
1998,4,15,71,C
1998,4,16,69,C
1998,4,17,53,C
1998,4,18,56,C
1998,4,19,81,C
1998,4,20,81,#
1998,4,21,91,C
1998,4,22,85,C
1998,4,23,80,C
1998,4,24,83,C
1998,4,25,90,C
1998,4,26,89,C
1998,4,27,96,C
1998,4,28,85,C
1998,4,29,85,C
1998,4,30,90,C
1998,5,1,83,C
1998,5,2,86,C
1998,5,3,85,C
1998,5,4,86,C
1998,5,5,85,C
1998,5,6,83,C
1998,5,7,80,#
1998,5,8,84,C
1998,5,9,85,C
1998,5,10,89,C
1998,5,11,81,C
1998,5,12,81,C
1998,5,13,82,C
1998,5,14,80,C
1998,5,15,88,C
1998,5,16,79,C
1998,5,17,92,C
1998,5,18,87,C
1998,5,19,91,C
1998,5,20,88,C
1998,5,21,92,C
1998,5,22,86,C
1998,5,23,88,C
1998,5,24,93,C
1998,5,25,74,C
1998,5,26,77,C
1998,5,27,82,C
1998,5,28,78,C
1998,5,29,78,C
1998,5,30,90,C
1998,5,31,94,C
1998,6,1,88,C
1998,6,2,85,C
1998,6,3,89,C
1998,6,4,94,C
1998,6,5,92,C
1998,6,6,84,C
1998,6,7,88,C
1998,6,8,94,C
1998,6,9,96,#
1998,6,10,91,C
1998,6,11,91,C
1998,6,12,82,C
1998,6,13,78,C
1998,6,14,79,C
1998,6,15,80,C
1998,6,16,80,C
1998,6,17,80,C
1998,6,18,82,C
1998,6,19,84,C
1998,6,20,82,C
1998,6,21,81,C
1998,6,22,82,C
1998,6,23,91,C
1998,6,24,85,C
1998,6,25,85,#
1998,6,26,90,C
1998,6,27,95,C
1998,6,28,86,C
1998,6,29,85,C
1998,6,30,82,C
1998,7,1,81,C
1998,7,2,91,C
1998,7,3,93,C
1998,7,4,92,C
1998,7,5,91,C
1998,7,6,93,C
1998,7,7,87,C
1998,7,8,86,C
1998,7,9,84,C
1998,7,10,84,#
1998,7,11,82,C
1998,7,12,87,C
1998,7,13,91,C
1998,7,14,83,C
1998,7,15,82,C
1998,7,16,82,C
1998,7,17,82,C
1998,7,18,82,C
1998,7,19,82,C
1998,7,20,80,C
1998,7,21,81,C
1998,7,22,78,C
1998,7,23,79,C
1998,7,24,80,C
1998,7,25,78,C
1998,7,26,80,C
1998,7,27,80,C
1998,7,28,79,C
1998,7,29,79,C
1998,7,30,77,C
1998,7,31,78,C
1998,8,1,77,C
1998,8,2,76,C
1998,8,3,73,C
1998,8,4,76,C
1998,8,5,77,C
1998,8,6,82,C
1998,8,7,87,C
1998,8,8,83,C
1998,8,9,80,C
1998,8,10,91,C
1998,8,11,92,C
1998,8,12,86,C
1998,8,13,79,C
1998,8,14,76,C
1998,8,15,76,C
1998,8,16,78,C
1998,8,17,79,C
1998,8,18,79,C
1998,8,19,78,C
1998,8,20,78,C
1998,8,21,75,C
1998,8,22,90,C
1998,8,23,86,C
1998,8,24,80,C
1998,8,25,81,C
1998,8,26,80,C
1998,8,27,86,C
1998,8,28,87,C
1998,8,29,81,C
1998,8,30,83,C
1998,8,31,91,C
1998,9,1,92,C
1998,9,2,90,C
1998,9,3,86,C
1998,9,4,88,C
1998,9,5,84,C
1998,9,6,90,C
1998,9,7,87,C
1998,9,8,83,C
1998,9,9,82,C
1998,9,10,90,C
1998,9,11,84,C
1998,9,12,91,C
1998,9,13,94,#
1998,9,14,87,C
1998,9,15,79,C
1998,9,16,75,C
1998,9,17,76,C
1998,9,18,75,C
1998,9,19,73,C
1998,9,20,55,C
1998,9,21,60,C
1998,9,22,72,C
1998,9,23,78,C
1998,9,24,76,C
1998,9,25,73,C
1998,9,26,72,C
1998,9,27,71,C
1998,9,28,64,C
1998,9,29,64,C
1998,9,30,65,C
1998,10,1,64,C
1998,10,2,68,C
1998,10,3,70,C
1998,10,4,80,C
1998,10,5,86,C
1998,10,6,86,C
1998,10,7,85,C
1998,10,8,78,C
1998,10,9,86,C
1998,10,10,92,C
1998,10,11,88,C
1998,10,12,84,C
1998,10,13,82,C
1998,10,14,72,C
1998,10,15,64,C
1998,10,16,52,C
1998,10,17,43,C
1998,10,18,57,C
1998,10,19,67,C
1998,10,20,70,C
1998,10,21,71,C
1998,10,22,68,C
1998,10,23,62,C
1998,10,24,67,C
1998,10,25,79,C
1998,10,26,79,C
1998,10,27,70,C
1998,10,28,76,C
1998,10,29,85,C
1998,10,30,83,C
1998,10,31,79,C
1998,11,1,80,C
1998,11,2,80,C
1998,11,3,74,C
1998,11,4,73,C
1998,11,5,77,C
1998,11,6,66,C
1998,11,7,65,C
1998,11,8,73,C
1998,11,9,59,C
1998,11,10,57,C
1998,11,11,69,C
1998,11,12,67,C
1998,11,13,70,C
1998,11,14,72,C
1998,11,15,77,C
1998,11,16,75,C
1998,11,17,76,C
1998,11,18,75,C
1998,11,19,78,C
1998,11,20,74,C
1998,11,21,68,C
1998,11,22,61,C
1998,11,23,58,C
1998,11,24,61,C
1998,11,25,71,C
1998,11,26,87,C
1998,11,27,85,C
1998,11,28,90,C
1998,11,29,83,C
1998,11,30,90,C
1998,12,1,94,C
1998,12,2,88,C
1998,12,3,82,C
1998,12,4,77,C
1998,12,5,73,C
1998,12,6,74,C
1998,12,7,71,C
1998,12,8,60,C
1998,12,9,58,C
1998,12,10,54,C
1998,12,11,48,C
1998,12,12,51,C
1998,12,13,55,C
1998,12,14,70,C
1998,12,15,43,C
1998,12,16,50,C
1998,12,17,63,C
1998,12,18,72,C
1998,12,19,92,C
1998,12,20,77,C
1998,12,21,80,C
1998,12,22,78,C
1998,12,23,63,C
1998,12,24,77,C
1998,12,25,79,C
1998,12,26,77,C
1998,12,27,79,C
1998,12,28,76,C
1998,12,29,77,C
1998,12,30,71,C
1998,12,31,77,C
1999,1,1,80,C
1999,1,2,68,C
1999,1,3,67,C
1999,1,4,62,C
1999,1,5,70,C
1999,1,6,56,C
1999,1,7,40,C
1999,1,8,57,C
1999,1,9,64,C
1999,1,10,65,C
1999,1,11,58,C
1999,1,12,78,C
1999,1,13,81,C
1999,1,14,79,C
1999,1,15,55,C
1999,1,16,51,C
1999,1,17,57,C
1999,1,18,78,C
1999,1,19,79,C
1999,1,20,82,C
1999,1,21,76,C
1999,1,22,73,C
1999,1,23,82,C
1999,1,24,82,C
1999,1,25,82,C
1999,1,26,81,C
1999,1,27,69,C
1999,1,28,81,C
1999,1,29,78,C
1999,1,30,75,C
1999,1,31,79,C
1999,2,1,83,C
1999,2,2,56,C
1999,2,3,29,C
1999,2,4,42,C
1999,2,5,63,C
1999,2,6,63,C
1999,2,7,67,C
1999,2,8,70,C
1999,2,9,65,C
1999,2,10,64,#
1999,2,11,67,C
1999,2,12,61,C
1999,2,13,70,C
1999,2,14,70,C
1999,2,15,70,C
1999,2,16,75,C
1999,2,17,82,C
1999,2,18,75,C
1999,2,19,65,C
1999,2,20,57,C
1999,2,21,64,C
1999,2,22,70,C
1999,2,23,81,C
1999,2,24,79,C
1999,2,25,87,C
1999,2,26,84,C
1999,2,27,80,C
1999,2,28,72,C
1999,3,1,70,C
1999,3,2,80,C
1999,3,3,79,C
1999,3,4,80,C
1999,3,5,81,C
1999,3,6,84,C
1999,3,7,81,C
1999,3,8,90,C
1999,3,9,91,C
1999,3,10,91,C
1999,3,11,82,C
1999,3,12,87,C
1999,3,13,93,C
1999,3,14,91,C
1999,3,15,63,C
1999,3,16,77,C
1999,3,17,90,C
1999,3,18,87,C
1999,3,19,85,C
1999,3,20,86,C
1999,3,21,93,C
1999,3,22,80,C
1999,3,23,87,C
1999,3,24,91,C
1999,3,25,91,C
1999,3,26,82,C
1999,3,27,82,C
1999,3,28,82,C
1999,3,29,84,C
1999,3,30,71,C
1999,3,31,70,C
1999,4,1,75,C
1999,4,2,74,C
1999,4,3,78,C
1999,4,4,78,C
1999,4,5,68,C
1999,4,6,54,C
1999,4,7,60,C
1999,4,8,77,C
1999,4,9,83,C
1999,4,10,76,C
1999,4,11,83,C
1999,4,12,91,C
1999,4,13,80,C
1999,4,14,73,C
1999,4,15,79,C
1999,4,16,85,C
1999,4,17,84,C
1999,4,18,85,C
1999,4,19,91,C
1999,4,20,91,C
1999,4,21,89,C
1999,4,22,85,C
1999,4,23,84,C
1999,4,24,85,C
1999,4,25,86,C
1999,4,26,88,C
1999,4,27,82,C
1999,4,28,75,C
1999,4,29,89,C
1999,4,30,82,C
1999,5,1,82,C
1999,5,2,88,C
1999,5,3,83,C
1999,5,4,84,C
1999,5,5,89,C
1999,5,6,84,C
1999,5,7,75,C
1999,5,8,87,C
1999,5,9,91,C
1999,5,10,79,C
1999,5,11,83,C
1999,5,12,87,C
1999,5,13,85,C
1999,5,14,85,C
1999,5,15,89,C
1999,5,16,84,C
1999,5,17,81,C
1999,5,18,86,C
1999,5,19,88,C
1999,5,20,77,C
1999,5,21,82,C
1999,5,22,87,C
1999,5,23,83,C
1999,5,24,80,C
1999,5,25,81,C
1999,5,26,81,C
1999,5,27,91,C
1999,5,28,83,C
1999,5,29,76,C
1999,5,30,82,C
1999,5,31,83,#
1999,6,1,83,C
1999,6,2,80,C
1999,6,3,80,C
1999,6,4,79,C
1999,6,5,82,C
1999,6,6,67,C
1999,6,7,91,C
1999,6,8,84,C
1999,6,9,84,C
